,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_167.mid",8.0, 6.0, 5.0, 3.0, 29.0, 0.16, 0.84, 0.0, 2.0, 3.0, 55.0, 6.02, 60.0, 9.0, 0.28, 0.3, 0.8571, 0.9333, 1.0, 9.0, 8.215, 4.569, 2.526, -1.117, -1.957, -0.2613, 10.34, 4.689, 9.02, 0.0, 59.0, 11.0, 60.0, 0.0, 2.0, 7.571, 4.0, 1.0, 0.2857, 0.9286, 0.1224, 0.02041, 0.2653, 0.551, 0.06122, 0.102, 0.02041, 0.0, 0.0, 0.02041, 0.0, 0.2245, 0.0, 0.0, 0.3333, 1.5, 11.53, 5.55, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 3.846, 3.846, 0.3175, 1.0, 2.0, 1.0, 0.96, 1.0, 0.04, 0.0, 0.0, 0.0, 0.25, 0.5, 0.26, 0.25, 0.96, 0.04167, 1.0, 0.04949, 0.6062, 28.72, 16.67, 10.0, 18.9, 0.0225, 0.02083, 0.008248, 0.08654, 0.08654, 0.08654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 10.0, 10.0, 160.0, 120.0, 1.333, 0.1108, 0.1084, 1.023, 0.2192, 0.02427, 0.0, 0.3, 110.0, 110.0, 1.649E-12, 7.091, 7.051, 0.46, 0.1408, 0.1408, 0.02726, 0.02726, 0.125, 0.2386, 0.1295, 0.02249, 0.0, 9.0, 9.0, 9.0, 147.0, 110.0, 1.336, 0.122, 0.1192, 1.023, 0.2412, 0.02566, 0.0, 0.2222
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_168.mid",17.0, 8.0, 4.0, 3.0, 46.0, 0.04, 0.3, 0.66, 5.0, 2.0, 76.0, 4.52, 72.0, 0.0, 0.18, 0.24, 0.8889, 0.8333, 3.0, 3.0, 9.449, 3.495, 4.658, -0.0762, -0.412, -0.4895, 7.9, 5.296, 4.457, 0.0, 55.0, 7.0, 75.0, 3.0, 3.0, 7.265, 2.0, 1.0, 0.2857, 0.7143, 0.449, 0.0, 0.04082, 0.2449, 0.2857, 0.08163, 0.04082, 0.06122, 0.06122, 0.02041, 0.02041, 0.1837, 0.0, 0.04, 0.551, 1.531, 10.34, 5.613, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.262, 1.262, 0.7064, 7.0, 4.0, 2.0, 0.34, 0.9, 0.64, 0.02, 0.0, 0.0, 0.25, 4.0, 0.525, 0.5, 0.56, 0.6071, 1.0, 0.5399, 0.1389, 42.87, 2.174, 1.0, 2.208, 0.0525, 0.0, 0.06232, 0.4038, 0.4038, 0.4038, 4.0, 4.0, 0.3333, 0.3333, 0.25, 0.25, 0.5848, 0.5848, 0.0, 5.0, 7.0, 5.0, 80.0, 120.0, 1.5, 0.2081, 0.1965, 1.059, 0.4046, 0.03343, 0.0, 0.4, 165.0, 165.0, 7.22E-12, 14.41, 3.47, 1.589, 0.2586, 0.2586, 0.2086, 0.2086, 0.09091, 1.455, 0.1718, 0.1951, 0.34, 7.0, 9.0, 7.0, 110.0, 164.0, 1.491, 0.1513, 0.1429, 1.059, 0.2941, 0.02747, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_169.mid",10.0, 5.0, 4.0, 2.0, 41.0, 0.0, 0.5, 0.5, 2.0, 2.0, 76.0, 3.42, 72.0, 0.0, 0.3, 0.4, 0.6, 0.65, 3.0, 3.0, 8.838, 3.575, 4.78, 0.4684, 0.3525, 2.347, 7.272, 5.576, 4.388, 0.0, 72.0, 0.0, 70.0, 10.0, 2.0, 8.041, 2.0, 1.0, 0.2857, 0.7857, 0.3878, 0.0, 0.0, 0.2857, 0.2245, 0.06122, 0.0, 0.06122, 0.1224, 0.0, 0.0, 0.2449, 0.0, 0.06, 0.551, 1.4, 11.2, 6.081, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.173, 1.173, 0.6233, 7.0, 4.0, 2.0, 0.38, 0.84, 0.6, 0.02, 0.0, 0.0, 0.25, 4.0, 0.545, 0.5, 0.46, 0.8261, 1.0, 0.5549, 0.2433, 37.98, 1.562, 1.0, 1.134, 0.0475, 0.0, 0.06129, 0.4164, 0.4164, 0.4164, 4.0, 4.0, 0.355, 0.355, 0.25, 0.25, 0.5962, 0.5962, 0.0, 5.0, 10.0, 5.0, 80.0, 120.0, 1.5, 0.2109, 0.1973, 1.069, 0.4082, 0.03178, 0.0, 0.4, 165.0, 165.0, 9.778E-12, 15.5, 3.226, 1.755, 0.3105, 0.3105, 0.2863, 0.2863, 0.09091, 1.455, 0.1809, 0.1986, 0.38, 5.0, 14.0, 7.0, 110.0, 164.0, 1.491, 0.1558, 0.1457, 1.069, 0.3015, 0.02563, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_170.mid",33.0, 12.0, 1.0, 1.0, 51.0, 0.28, 0.2, 0.52, 4.0, 2.0, 69.0, 5.96, 81.0, 9.0, 0.14, 0.26, 0.5714, 0.6923, 2.0, 2.0, 15.86, 3.251, 2.815, -1.263, -0.9597, 0.5968, 5.094, 5.357, 7.333, 0.0, 42.0, 6.0, 81.0, 9.0, 1.0, 5.449, 3.0, 1.0, 0.3265, 0.6875, 0.2449, 0.04082, 0.3265, 0.551, 0.1224, 0.102, 0.0, 0.02041, 0.02041, 0.0, 0.04082, 0.102, 2.0, 0.02, 0.6809, 2.611, 14.72, 7.357, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.9696, 0.9696, 0.9686, 9.0, 9.0, 1.0, 0.52, 0.64, 0.38, 0.14, 0.02, 0.2, 0.25, 8.0, 0.965, 0.25, 0.52, 0.2308, 1.0, 1.352, 1.586, 21.09, 2.381, 1.0, 1.936, 0.089, 0.05, 0.217, 0.05818, 0.05818, 0.05818, 0.3667, 0.3667, 0.2926, 0.2926, 0.3, 0.3, 0.04648, 0.04648, 0.0, 0.0, 28.0, 17.0, 43.0, 41.0, 1.049, 0.04403, 0.03774, 1.167, 0.08176, 0.009005, 2.765, 0.2941, 180.0, 180.0, 1.97E-11, 17.19, 2.909, 2.234, 0.3456, 0.3456, 0.4994, 0.4994, 0.06111, 3.181, 0.3238, 0.5031, 0.48, 0.0, 21.0, 21.0, 43.0, 40.0, 1.075, 0.04225, 0.03286, 1.286, 0.07512, 0.007954, 2.667, 0.2381
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_171.mid",36.0, 12.0, 1.0, 1.0, 44.0, 0.28, 0.3, 0.42, 4.0, 2.0, 66.0, 6.1, 81.0, 9.0, 0.1, 0.22, 0.6, 0.5455, 12.0, 2.0, 13.52, 3.436, 3.138, -0.9805, -0.7858, 1.243, 5.194, 5.247, 5.838, 0.0, 57.0, 9.0, 69.0, 9.0, 1.0, 4.449, 3.0, 1.0, 0.5918, 0.1724, 0.1429, 0.04082, 0.5918, 0.6939, 0.06122, 0.102, 0.0, 0.0, 0.0, 0.0, 0.02041, 0.08163, 2.0, 0.02, 0.8298, 3.917, 18.0, 4.333, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.038, 1.038, 0.8861, 9.0, 9.0, 1.0, 0.58, 0.64, 0.34, 0.12, 0.02, 0.18, 0.25, 8.0, 0.91, 0.25, 0.58, 0.2069, 4.0, 1.326, 1.493, 23.05, 2.941, 2.0, 3.631, 0.07833, 0.03333, 0.2185, 0.04292, 0.04292, 0.04292, 0.3, 0.3, 0.2653, 0.2653, 0.2917, 0.2917, 0.03629, 0.03629, 0.0, 0.0, 18.0, 12.0, 41.0, 49.0, 1.195, 0.04878, 0.03415, 1.429, 0.08293, 0.008861, 2.833, 0.4167, 180.0, 180.0, 1.921E-11, 16.05, 3.115, 3.845, 0.3212, 0.3212, 0.4958, 0.4958, 0.06389, 3.181, 0.3072, 0.4953, 0.54, 0.0, 27.0, 27.0, 41.0, 61.0, 1.488, 0.02622, 0.02622, 1.0, 0.05243, 0.006856, 5.519, 0.2222
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_172.mid",20.0, 9.0, 3.0, 1.0, 31.0, 0.0, 0.2, 0.8, 4.0, 1.0, 82.0, 6.1, 69.0, 9.0, 0.16, 0.3, 0.75, 0.6, 19.0, 7.0, 9.362, 3.424, 2.033, -0.9934, -0.7885, 0.1476, 5.13, 5.065, 8.777, 0.0, 69.0, 9.0, 76.0, 4.0, 2.0, 5.898, 6.0, 10.0, 0.2245, 0.6364, 0.5306, 0.1224, 0.04082, 0.2653, 0.1429, 0.1224, 0.0, 0.02041, 0.0, 0.102, 0.1429, 0.08163, 6.0, 0.0, 0.4884, 1.593, 10.63, 5.8, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.446, 1.446, 0.962, 4.0, 5.0, 1.0, 0.68, 0.8, 0.32, 0.0, 0.0, 0.08, 0.125, 1.0, 0.3975, 0.25, 0.58, 0.2069, 1.0, 0.2763, 1.602, 6.734, 2.083, 2.0, 1.863, 0.0425, 0.04167, 0.02975, 0.4471, 0.4471, 0.4471, 6.275, 6.275, 0.5414, 0.5414, 0.2833, 0.2833, 1.165, 1.165, 0.0, 5.0, 18.0, 5.0, 120.0, 40.0, 3.0, 0.1478, 0.1182, 1.25, 0.266, 0.0214, 0.0, 0.6, 167.0, 166.5, 9.977E-12, 12.46, 4.013, 2.268, 0.2441, 0.2441, 0.3259, 0.3259, 0.06306, 0.3604, 0.1378, 0.09917, 0.62, 1.0, 24.0, 7.0, 166.0, 83.0, 2.0, 0.1176, 0.09412, 1.25, 0.2118, 0.01833, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_173.mid",22.0, 10.0, 3.0, 1.0, 40.0, 0.0, 0.24, 0.76, 2.0, 2.0, 85.0, 6.54, 93.0, 9.0, 0.24, 0.42, 0.6667, 0.4286, 24.0, 2.0, 10.69, 3.512, 2.182, -1.679, -2.101, -0.2474, 5.526, 5.619, 8.984, 0.0, 91.0, 7.0, 86.0, 2.0, 2.0, 6.224, 4.0, 3.0, 0.2653, 0.5385, 0.2857, 0.1224, 0.1224, 0.3878, 0.1224, 0.1429, 0.0, 0.0, 0.0, 0.0, 0.04082, 0.1837, 2.0, 0.0, 0.6047, 1.483, 10.45, 4.231, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.904, 1.904, 1.197, 3.0, 4.0, 1.0, 0.82, 0.86, 0.18, 0.0, 0.0, 0.1, 0.25, 1.0, 0.34, 0.25, 0.82, 0.122, 2.0, 0.2068, 1.306, 9.815, 4.167, 2.0, 5.132, 0.0365, 0.03333, 0.02756, 0.3777, 0.3777, 0.3777, 1.717, 1.717, 0.333, 0.333, 0.2667, 0.2667, 0.3135, 0.3135, 0.0, 0.0, 17.0, 8.0, 120.0, 40.0, 3.0, 0.08642, 0.06996, 1.235, 0.1564, 0.01262, 1.625, 0.625, 167.0, 166.5, 3.809E-12, 9.462, 5.284, 0.3128, 0.1844, 0.1844, 0.1238, 0.1238, 0.06607, 0.3604, 0.1178, 0.07983, 0.72, 0.0, 17.0, 11.0, 166.0, 83.0, 2.0, 0.06502, 0.04025, 1.615, 0.1053, 0.01013, 2.909, 0.1818
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_174.mid",11.0, 6.0, 3.0, 3.0, 43.0, 0.26, 0.68, 0.06, 3.0, 2.0, 59.0, 5.18, 60.0, 9.0, 0.22, 0.32, 0.9091, 0.875, 15.0, 9.0, 10.92, 4.114, 1.751, -0.02747, 0.8604, -0.9939, 5.812, 4.769, 5.094, 0.0, 43.0, 7.0, 60.0, 0.0, 0.0, 2.306, 2.0, 2.0, 0.6531, 0.25, 0.6531, 0.6531, 0.08163, 0.2449, 0.0, 0.02041, 0.0, 0.0, 0.02041, 0.0, 0.0, 0.06122, 0.0, 0.0, 0.7647, 2.125, 11.38, 1.474, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.419, 2.419, 0.965, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.08333, 0.08333, 4.206E-17, 0.1935, 0.1935, 0.1935, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 0.0, 0.0, 0.0, 8.0, 8.0, 8.0, 180.0, 120.0, 1.5, 0.1348, 0.132, 1.021, 0.2669, 0.02729, 0.0, 0.5, 160.0, 160.0, 0.0, 7.75, 6.452, 1.556, 0.1246, 0.1246, 8.413E-17, 8.413E-17, 0.125, 0.125, 0.125, 8.411E-17, 0.0, 5.0, 10.0, 10.0, 160.0, 120.0, 1.333, 0.1106, 0.1082, 1.022, 0.2188, 0.02427, 0.0, 0.3
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_175.mid",20.0, 10.0, 4.0, 1.0, 45.0, 0.08, 0.8, 0.12, 5.0, 1.0, 64.0, 6.92, 59.0, 11.0, 0.14, 0.28, 0.8571, 0.5714, 12.0, 7.0, 8.793, 3.475, 2.548, -0.505, -0.06907, 0.3297, 9.019, 5.188, 7.064, 0.0, 53.0, 5.0, 43.0, 7.0, 5.0, 8.286, 3.0, 1.0, 0.2449, 0.75, 0.4286, 0.0, 0.02041, 0.102, 0.3265, 0.2449, 0.0, 0.04082, 0.06122, 0.04082, 0.02041, 0.1633, 0.7778, 0.02, 0.4898, 1.4, 10.54, 4.5, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.429, 1.429, 0.9587, 5.0, 5.0, 2.0, 0.6, 0.6, 0.4, 0.02, 0.0, 0.1, 0.25, 2.0, 0.56, 0.25, 0.6, 0.4667, 3.0, 0.4212, 2.208, 7.506, 3.571, 1.0, 3.694, 0.05667, 0.08333, 0.03927, 0.1381, 0.1381, 0.1381, 4.0, 4.0, 1.208, 1.208, 0.3333, 0.3333, 1.863, 1.863, 0.0, 6.0, 8.0, 8.0, 120.0, 60.0, 2.0, 0.1831, 0.1549, 1.182, 0.338, 0.02811, 0.0, 0.375, 160.0, 160.0, 0.0, 13.12, 3.81, 1.038, 0.2649, 0.2649, 0.2469, 0.2469, 0.125, 0.75, 0.2262, 0.1434, 0.0, 4.0, 10.0, 10.0, 160.0, 80.0, 2.0, 0.1518, 0.1284, 1.182, 0.2802, 0.02511, 0.0, 0.3
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_176.mid",7.0, 4.0, 1.0, 1.0, 36.0, 0.0, 0.92, 0.08, 1.0, 1.0, 69.0, 8.86, 69.0, 9.0, 0.74, 0.84, 0.1081, 0.09524, 12.0, 1.0, 7.079, 0.9037, 2.012, 0.3475, -0.4647, 0.6858, 11.54, 23.96, 13.64, 0.0, 69.0, 9.0, 69.0, 9.0, 0.0, 3.102, 2.0, 12.0, 0.6531, 0.25, 0.8367, 0.6531, 0.08163, 0.1224, 0.02041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1633, 0.04082, 0.0, 0.0, 0.4118, 1.889, 15.56, 1.854, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.302, 2.302, 0.3616, 3.0, 4.0, 2.0, 0.68, 0.96, 0.32, 0.0, 0.0, 0.02, 0.25, 1.0, 0.345, 0.25, 0.68, 0.4118, 1.0, 0.1588, 1.794, 11.23, 2.941, 2.0, 2.249, 0.002187, 0.0, 0.002597, 0.2108, 0.2108, 0.2108, 0.5, 0.5, 0.3214, 0.3214, 0.25, 0.25, 0.1172, 0.1172, 0.0, 2.0, 11.0, 10.0, 69.0, 41.0, 1.683, 0.1284, 0.1089, 1.179, 0.2374, 0.02068, 0.5, 0.1, 150.0, 150.0, 0.0, 8.688, 5.755, 0.88, 0.1732, 0.1732, 0.09904, 0.09904, 0.09792, 0.4, 0.1371, 0.06408, 0.42, 1.0, 13.0, 13.0, 86.0, 51.0, 1.686, 0.1044, 0.08861, 1.179, 0.193, 0.01899, 0.3846, 0.2308
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_177.mid",8.0, 6.0, 1.0, 1.0, 34.0, 0.0, 0.9, 0.1, 1.0, 1.0, 70.0, 8.56, 69.0, 9.0, 0.74, 0.8, 0.1081, 0.1, 1.0, 1.0, 6.766, 1.752, 2.112, 0.5498, -0.7536, 0.7388, 10.68, 21.18, 11.75, 0.0, 69.0, 9.0, 69.0, 9.0, 0.0, 2.612, 3.0, 12.0, 0.6735, 0.1818, 0.7959, 0.6735, 0.102, 0.1429, 0.0, 0.0, 0.02041, 0.0, 0.0, 0.0, 0.1224, 0.04082, 0.0, 0.0, 0.4375, 1.6, 12.7, 1.829, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.443, 2.443, 0.4416, 3.0, 4.0, 2.0, 0.7, 0.96, 0.3, 0.0, 0.0, 0.02, 0.25, 1.0, 0.34, 0.25, 0.7, 0.3714, 1.0, 0.1578, 1.711, 11.71, 3.125, 3.0, 2.156, 0.002396, 0.0, 0.002622, 0.1751, 0.1751, 0.1751, 0.75, 0.75, 0.3182, 0.3182, 0.25, 0.25, 0.1617, 0.1617, 0.0, 1.0, 11.0, 11.0, 69.0, 54.0, 1.278, 0.1083, 0.09747, 1.111, 0.2058, 0.02013, 0.3636, 0.09091, 150.0, 150.0, 0.0, 8.185, 6.108, 0.422, 0.163, 0.163, 0.1012, 0.1012, 0.09792, 0.4, 0.135, 0.06368, 0.46, 0.0, 13.0, 13.0, 86.0, 43.0, 2.0, 0.08746, 0.08163, 1.071, 0.1691, 0.01858, 0.3077, 0.2308
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_178.mid",7.0, 5.0, 5.0, 2.0, 15.0, 1.0, 0.0, 0.0, 2.0, 4.0, 46.0, 3.78, 41.0, 5.0, 0.3, 0.32, 0.7333, 0.6875, 7.0, 5.0, 4.452, 3.272, 4.542, -1.334, 0.7152, -1.942, 5.03, 6.95, 4.668, 0.0, 41.0, 5.0, 51.0, 3.0, 0.0, 2.245, 3.0, 3.0, 0.4286, 0.7619, 0.898, 0.4286, 0.04082, 0.102, 0.3265, 0.0, 0.0, 0.1224, 0.0, 0.0, 0.02041, 0.0, 0.0, 0.0, 0.5, 1.556, 5.944, 2.349, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.19, 2.19, 0.3978, 3.0, 3.0, 2.0, 0.94, 0.94, 0.06, 0.0, 0.0, 0.06, 0.125, 0.75, 0.23, 0.25, 0.54, 0.7407, 1.0, 0.1459, -0.4113, 14.5, 2.273, 1.0, 2.676, 0.06667, 0.08333, 0.02062, 0.3723, 0.3723, 0.3723, 0.4167, 0.4167, 0.2214, 0.2214, 0.1667, 0.1667, 0.09131, 0.09131, 0.0, 5.0, 10.0, 10.0, 60.0, 48.0, 1.25, 0.1328, 0.1211, 1.097, 0.2539, 0.0247, 0.0, 0.2, 142.0, 142.0, 1.984E-11, 9.648, 5.182, 1.401, 0.1929, 0.1929, 0.08447, 0.08447, 0.07042, 0.2817, 0.1211, 0.05331, 0.4, 2.0, 12.0, 12.0, 71.0, 57.0, 1.246, 0.1126, 0.1026, 1.097, 0.2152, 0.02241, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_179.mid",5.0, 5.0, 3.0, 2.0, 6.0, 1.0, 0.0, 0.0, 2.0, 2.0, 50.0, 2.46, 51.0, 3.0, 0.46, 0.46, 0.6522, 0.6522, 3.0, 3.0, 1.887, 1.887, 4.391, -0.8586, -0.8586, -2.091, 5.509, 5.509, 4.765, 0.0, 54.0, 6.0, 50.0, 2.0, 3.0, 2.408, 3.0, 3.0, 0.5918, 0.2414, 0.7347, 0.1429, 0.08163, 0.2041, 0.5918, 0.06122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4762, 1.4, 3.833, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.29, 2.29, 0.1616, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.25, 0.2175, 0.25, 0.74, 0.3514, 1.0, 0.05539, -1.76, 5.627, 2.273, 1.0, 2.028, 0.0725, 0.08333, 0.01846, 0.3359, 0.3359, 0.3359, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 0.1667, 5.626E-17, 5.626E-17, 0.0, 5.0, 10.0, 10.0, 120.0, 80.0, 1.5, 0.125, 0.1211, 1.032, 0.2461, 0.02471, 0.0, 0.3, 142.0, 142.0, 1.893E-11, 9.225, 5.42, 0.199, 0.1843, 0.1843, 0.0459, 0.0459, 0.07042, 0.1408, 0.1225, 0.0312, 0.26, 3.0, 12.0, 12.0, 41.0, 142.0, 3.463, 0.1075, 0.1042, 1.031, 0.2117, 0.02251, 0.0, 0.25
