,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_413.mid",13.0, 9.0, 6.0, 2.0, 36.0, 0.02, 0.7, 0.28, 2.0, 3.0, 65.0, 6.14, 59.0, 11.0, 0.18, 0.3, 1.0, 0.9333, 3.0, 9.0, 8.271, 4.219, 2.482, 1.24, 0.09956, 0.7495, 5.521, 4.675, 8.491, 0.0, 45.0, 9.0, 71.0, 11.0, 3.0, 2.939, 4.0, 2.0, 0.3061, 0.8, 0.4286, 0.08163, 0.2449, 0.4082, 0.3265, 0.1224, 0.0, 0.0, 0.0, 0.02041, 0.0, 0.04082, 15.0, 0.02, 0.5778, 1.552, 4.621, 4.135, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.124, 1.124, 0.2307, 5.0, 6.0, 2.0, 0.1, 0.76, 0.9, 0.02, 0.0, 0.2, 0.25, 2.0, 0.58, 0.5, 0.66, 0.2727, 1.0, 0.2877, 0.8343, 19.64, 2.632, 1.0, 3.73, 0.00748, 0.0, 0.03914, 0.3567, 0.3567, 0.3567, 2.0, 2.0, 0.3872, 0.3872, 0.25, 0.25, 0.3556, 0.3556, 0.0, 4.0, 10.0, 6.0, 40.0, 160.0, 4.0, 0.2089, 0.1835, 1.138, 0.3924, 0.02881, 0.0, 0.5, 120.0, 120.0, 0.0, 22.25, 2.247, 0.4756, 0.4485, 0.4485, 0.2875, 0.2875, 0.125, 1.0, 0.2863, 0.1349, 0.0, 4.0, 10.0, 6.0, 40.0, 160.0, 4.0, 0.2089, 0.1835, 1.138, 0.3924, 0.02881, 0.0, 0.5
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_414.mid",14.0, 7.0, 4.0, 3.0, 45.0, 0.16, 0.68, 0.16, 2.0, 2.0, 65.0, 6.02, 69.0, 9.0, 0.24, 0.26, 0.6667, 0.8462, 3.0, 9.0, 11.62, 3.766, 3.829, -0.831, -0.7807, 0.3917, 7.448, 5.262, 5.968, 0.0, 36.0, 0.0, 62.0, 2.0, 1.0, 5.551, 3.0, 1.0, 0.2653, 1.0, 0.3265, 0.08163, 0.2653, 0.5306, 0.1633, 0.0, 0.0, 0.06122, 0.02041, 0.0, 0.0, 0.1429, 7.0, 0.04, 0.4889, 2.045, 11.5, 5.118, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.02, 2.02, 1.048, 4.0, 5.0, 2.0, 0.6, 0.88, 0.4, 0.0, 0.0, 0.06, 0.125, 1.0, 0.3825, 0.25, 0.5, 0.56, 1.0, 0.2265, 1.755, 7.783, 2.632, 1.0, 2.521, 0.0, 0.0, 0.0, 0.2274, 0.2274, 0.2274, 2.0, 2.0, 0.402, 0.402, 0.25, 0.25, 0.4857, 0.4857, 0.0, 5.0, 10.0, 10.0, 120.0, 60.0, 2.0, 0.1323, 0.1284, 1.03, 0.2607, 0.02462, 0.0, 0.3, 145.0, 145.0, 2.487E-11, 10.24, 4.882, 2.831, 0.1895, 0.1895, 0.1182, 0.1182, 0.05149, 0.4138, 0.1583, 0.09373, 0.1, 2.0, 12.0, 12.0, 145.0, 73.0, 1.986, 0.1126, 0.1093, 1.03, 0.2219, 0.02233, 0.0, 0.08333
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_415.mid",10.0, 8.0, 4.0, 3.0, 38.0, 0.14, 0.8, 0.06, 2.0, 3.0, 65.0, 5.94, 69.0, 7.0, 0.2, 0.26, 0.9, 0.8462, 2.0, 7.0, 10.62, 3.798, 3.871, -1.068, -0.8373, 1.101, 9.007, 5.206, 5.954, 0.0, 64.0, 4.0, 43.0, 7.0, 2.0, 4.959, 3.0, 1.0, 0.4286, 0.381, 0.2857, 0.08163, 0.1633, 0.5918, 0.1224, 0.02041, 0.0, 0.08163, 0.0, 0.0, 0.0, 0.102, 0.0, 0.02, 0.5333, 2.368, 11.16, 5.184, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.02, 2.02, 1.152, 3.0, 4.0, 2.0, 0.52, 0.98, 0.48, 0.0, 0.0, 0.02, 0.125, 0.75, 0.3575, 0.5, 0.46, 0.8261, 1.0, 0.1577, 2.045, 5.288, 2.778, 2.0, 2.29, 0.005089, 0.0, 0.02461, 0.288, 0.288, 0.288, 2.0, 2.0, 0.3394, 0.3394, 0.25, 0.25, 0.4014, 0.4014, 0.0, 1.0, 10.0, 10.0, 120.0, 80.0, 1.5, 0.1116, 0.09442, 1.182, 0.206, 0.02151, 0.1, 0.3, 145.0, 145.0, 2.484E-11, 10.24, 4.883, 2.914, 0.2043, 0.2043, 0.1515, 0.1515, 0.05149, 0.3103, 0.1458, 0.06419, 0.14, 1.0, 12.0, 12.0, 97.0, 145.0, 1.495, 0.1026, 0.09524, 1.077, 0.1978, 0.02149, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_416.mid",16.0, 9.0, 4.0, 1.0, 41.0, 0.02, 0.36, 0.62, 2.0, 3.0, 74.0, 6.46, 71.0, 8.0, 0.14, 0.26, 0.8571, 0.6923, 3.0, 3.0, 6.902, 3.524, 2.185, 0.3738, -1.311, -0.1922, 8.312, 5.135, 5.462, 0.0, 69.0, 9.0, 80.0, 8.0, 5.0, 5.204, 3.0, 3.0, 0.2245, 0.7273, 0.3878, 0.06122, 0.04082, 0.2041, 0.2041, 0.2245, 0.02041, 0.08163, 0.1224, 0.04082, 0.0, 0.04082, 1.5, 0.02, 0.4348, 1.533, 8.333, 3.852, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.216, 2.216, 0.5405, 5.0, 6.0, 2.0, 0.84, 0.86, 0.16, 0.0, 0.0, 0.06, 0.125, 1.5, 0.3525, 0.25, 0.66, 0.2727, 1.0, 0.329, 0.9347, 11.51, 3.846, 1.0, 5.21, 0.06983, 0.0875, 0.0377, 0.1189, 0.1189, 0.1189, 0.3375, 0.3375, 0.3354, 0.3354, 0.3375, 0.3375, 0.002227, 0.002227, 0.0, 1.0, 21.0, 8.0, 72.0, 45.0, 1.6, 0.1, 0.09655, 1.036, 0.1966, 0.02001, 0.25, 0.125, 120.0, 120.0, 0.0, 11.28, 4.431, 0.9864, 0.2145, 0.2145, 0.1411, 0.1411, 0.05417, 0.6729, 0.1988, 0.1467, 0.18, 1.0, 21.0, 8.0, 72.0, 45.0, 1.6, 0.1, 0.09655, 1.036, 0.1966, 0.02001, 0.25, 0.125
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_417.mid",11.0, 8.0, 4.0, 2.0, 18.0, 0.0, 0.14, 0.86, 4.0, 3.0, 77.0, 6.82, 78.0, 9.0, 0.22, 0.24, 0.7273, 0.9167, 2.0, 3.0, 4.333, 2.946, 1.995, -0.4293, -1.201, 0.03008, 6.157, 5.84, 5.259, 0.0, 83.0, 11.0, 69.0, 9.0, 2.0, 3.633, 4.0, 1.0, 0.2245, 1.0, 0.4694, 0.06122, 0.08163, 0.3061, 0.3469, 0.1224, 0.0, 0.06122, 0.102, 0.0, 0.0, 0.0, 1.833, 0.0, 0.5435, 2.0, 7.652, 5.636, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.216, 2.216, 0.8383, 7.0, 4.0, 1.0, 0.92, 0.94, 0.06, 0.02, 0.0, 0.04, 0.25, 4.0, 0.35, 0.25, 0.92, 0.04348, 2.0, 0.5369, 0.5588, 52.48, 6.25, 2.0, 8.664, 0.09033, 0.0875, 0.03114, 0.07459, 0.07459, 0.07459, 0.3375, 0.3375, 0.3367, 0.3367, 0.3375, 0.3375, 0.001863, 0.001863, 0.0, 6.0, 8.0, 8.0, 72.0, 45.0, 1.6, 0.1182, 0.115, 1.028, 0.2332, 0.02393, 0.25, 0.125, 120.0, 120.0, 0.0, 11.28, 4.431, 1.235, 0.2247, 0.2247, 0.2669, 0.2669, 0.1667, 1.848, 0.2088, 0.2389, 0.0, 6.0, 8.0, 8.0, 72.0, 45.0, 1.6, 0.1182, 0.115, 1.028, 0.2332, 0.02393, 0.25, 0.125
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_418.mid",6.0, 5.0, 5.0, 1.0, 12.0, 0.0, 0.44, 0.56, 4.0, 2.0, 72.0, 3.98, 67.0, 7.0, 0.26, 0.34, 0.6923, 0.5294, 5.0, 7.0, 4.01, 2.653, 4.333, -0.8528, -1.153, 1.98, 5.293, 4.967, 5.13, 0.0, 72.0, 0.0, 67.0, 7.0, 2.0, 5.816, 4.0, 8.0, 0.2449, 1.0, 0.4082, 0.0, 0.1633, 0.4082, 0.0, 0.102, 0.0, 0.08163, 0.08163, 0.2449, 0.08163, 0.0, 0.0, 0.0, 0.3265, 1.531, 8.594, 5.886, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 4.006, 4.006, 0.005538, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.02064, 0.02, 9.424E-4, 0.08109, 0.08109, 0.08109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 10.0, 10.0, 160.0, 120.0, 1.333, 0.1082, 0.1059, 1.022, 0.2141, 0.02385, 0.0, 0.3, 144.0, 144.0, 1.026E-11, 5.2, 9.615, 6.93, 0.1037, 0.1037, 2.381E-4, 2.381E-4, 0.095, 0.09583, 0.09557, 3.927E-4, 1.0, 0.0, 12.0, 12.0, 192.0, 116.0, 1.655, 0.09237, 0.09036, 1.022, 0.1827, 0.02175, 0.0, 0.4167
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_419.mid",9.0, 7.0, 5.0, 2.0, 22.0, 0.0, 0.44, 0.56, 4.0, 2.0, 72.0, 3.6, 72.0, 7.0, 0.2, 0.26, 0.9, 0.8462, 5.0, 7.0, 4.899, 2.807, 4.393, -0.7838, 0.6413, 1.42, 6.8, 5.214, 4.939, 0.0, 77.0, 5.0, 61.0, 1.0, 2.0, 5.633, 3.0, 8.0, 0.2041, 1.0, 0.4898, 0.06122, 0.1633, 0.3673, 0.02041, 0.06122, 0.0, 0.08163, 0.08163, 0.2449, 0.08163, 0.0, 0.0, 0.0, 0.3696, 1.394, 8.333, 5.537, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 3.535, 3.535, 0.554, 2.0, 3.0, 1.0, 0.88, 1.0, 0.12, 0.0, 0.0, 0.0, 0.125, 0.5, 0.275, 0.25, 0.84, 0.1429, 1.0, 0.08748, 0.8573, 9.654, 5.0, 1.0, 7.986, 0.02196, 0.02, 0.009551, 0.1055, 0.1055, 0.1055, 0.268, 0.268, 0.197, 0.197, 0.268, 0.268, 0.1004, 0.1004, 0.0, 3.0, 10.0, 10.0, 120.0, 160.0, 1.333, 0.1049, 0.1049, 1.0, 0.2097, 0.02365, 0.0, 0.3, 144.0, 144.0, 1.037E-11, 5.893, 8.484, 6.223, 0.1157, 0.1157, 0.0411, 0.0411, 0.03917, 0.2083, 0.1054, 0.0369, 0.88, 0.0, 12.0, 12.0, 144.0, 192.0, 1.333, 0.08874, 0.08874, 1.0, 0.1775, 0.02138, 0.0, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_420.mid",18.0, 9.0, 4.0, 0.0, 51.0, 0.02, 0.44, 0.54, 5.0, 2.0, 74.0, 7.34, 71.0, 9.0, 0.12, 0.18, 0.8333, 1.0, 5.0, 2.0, 8.14, 2.876, 2.593, 0.02211, -0.6885, -0.2083, 13.0, 5.47, 6.272, 0.0, 71.0, 11.0, 69.0, 9.0, 2.0, 6.408, 5.0, 10.0, 0.2245, 0.9091, 0.449, 0.102, 0.1429, 0.3673, 0.1224, 0.102, 0.0, 0.0, 0.0, 0.02041, 0.2041, 0.08163, 1.0, 0.0, 0.5, 1.833, 11.79, 6.714, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.064, 1.064, 0.6003, 8.0, 7.0, 2.0, 0.76, 0.78, 0.08, 0.16, 0.0, 0.1, 0.125, 4.0, 0.835, 0.25, 0.56, 0.3571, 1.0, 1.276, 1.375, 8.185, 2.941, 2.0, 3.665, 0.05204, 0.02, 0.1118, 0.09881, 0.09881, 0.09881, 0.626, 0.626, 0.2988, 0.2988, 0.166, 0.166, 0.2032, 0.2032, 0.0, 2.0, 10.0, 10.0, 160.0, 69.0, 2.319, 0.1366, 0.1118, 1.222, 0.2484, 0.02327, 0.0, 0.3, 142.0, 142.0, 4.917E-11, 19.86, 2.518, 0.6625, 0.4026, 0.4026, 0.5568, 0.5568, 0.05239, 1.682, 0.3579, 0.5605, 0.72, 1.0, 12.0, 12.0, 190.0, 82.0, 2.317, 0.1196, 0.09783, 1.222, 0.2174, 0.02121, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_421.mid",16.0, 7.0, 4.0, 1.0, 65.0, 0.26, 0.4, 0.34, 2.0, 3.0, 67.0, 6.24, 69.0, 9.0, 0.16, 0.38, 0.875, 0.4737, 2.0, 2.0, 20.32, 4.138, 1.955, -0.4546, -2.001, -0.1841, 5.574, 4.832, 11.25, 0.0, 96.0, 0.0, 45.0, 9.0, 0.0, 21.12, 2.0, 38.0, 0.1837, 0.5556, 0.2653, 0.1837, 0.04082, 0.102, 0.06122, 0.0, 0.0, 0.0, 0.0, 0.02041, 0.0, 0.6327, 2.0, 0.04, 0.475, 1.429, 35.93, 3.645, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.419, 1.419, 0.5143, 6.0, 4.0, 3.0, 0.32, 0.76, 0.66, 0.02, 0.0, 0.02, 0.25, 3.0, 0.58, 0.5, 0.44, 0.7273, 1.0, 0.4445, 0.54, 23.78, 1.724, 1.0, 1.279, 0.03668, 0.022, 0.06681, 0.1873, 0.1873, 0.1873, 0.542, 0.542, 0.3684, 0.3684, 0.292, 0.292, 0.1172, 0.1172, 0.0, 6.0, 10.0, 9.0, 60.0, 96.0, 1.6, 0.1494, 0.1379, 1.083, 0.2874, 0.02586, 0.0, 0.2222, 142.0, 142.0, 2.538E-11, 14.89, 3.359, 1.359, 0.3014, 0.3014, 0.2312, 0.2312, 0.08789, 1.47, 0.2419, 0.2085, 0.14, 4.0, 12.0, 11.0, 71.0, 114.0, 1.606, 0.1238, 0.1143, 1.083, 0.2381, 0.02324, 0.0, 0.1818
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_422.mid",14.0, 9.0, 6.0, 0.0, 29.0, 0.06, 0.46, 0.48, 2.0, 4.0, 68.0, 4.58, 73.0, 1.0, 0.14, 0.18, 0.8571, 1.0, 18.0, 4.0, 7.894, 2.612, 3.642, -0.6917, -0.4825, -0.7084, 6.055, 5.399, 4.985, 0.0, 74.0, 2.0, 55.0, 7.0, 0.0, 5.612, 3.0, 1.0, 0.2041, 1.0, 0.5306, 0.2041, 0.2041, 0.2653, 0.1224, 0.02041, 0.02041, 0.0, 0.06122, 0.08163, 0.06122, 0.1633, 0.0, 0.0, 0.4615, 1.393, 9.357, 4.857, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.472, 2.472, 0.1308, 7.0, 5.0, 2.0, 0.7, 0.96, 0.28, 0.02, 0.0, 0.04, 0.125, 3.0, 0.375, 0.25, 0.66, 0.3939, 1.0, 0.4009, 0.9354, 45.63, 2.632, 1.0, 3.183, 0.02976, 0.02, 0.06594, 0.09115, 0.09115, 0.09115, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 5.0, 10.0, 10.0, 120.0, 160.0, 1.333, 0.1192, 0.1126, 1.059, 0.2318, 0.024, 0.0, 0.3, 142.0, 142.0, 3.189E-11, 8.548, 5.849, 0.9652, 0.172, 0.172, 0.2019, 0.2019, 0.07014, 1.47, 0.1554, 0.1976, 0.68, 1.0, 12.0, 12.0, 142.0, 190.0, 1.338, 0.1037, 0.09798, 1.059, 0.2017, 0.02209, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_423.mid",16.0, 9.0, 4.0, 3.0, 29.0, 0.12, 0.74, 0.14, 2.0, 3.0, 64.0, 5.84, 65.0, 5.0, 0.16, 0.26, 1.0, 0.9231, 3.0, 2.0, 7.521, 2.691, 3.97, -1.037, -1.293, -1.088, 5.641, 6.161, 5.023, 0.0, 65.0, 5.0, 74.0, 2.0, 2.0, 8.755, 2.0, 13.0, 0.1429, 0.7143, 0.551, 0.06122, 0.02041, 0.1633, 0.1224, 0.04082, 0.04082, 0.0, 0.06122, 0.1429, 0.08163, 0.2857, 0.5, 0.0, 0.6304, 1.484, 13.65, 7.233, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 3.408, 3.408, 0.7333, 2.0, 3.0, 3.0, 0.8, 1.0, 0.2, 0.0, 0.0, 0.0, 0.125, 0.5, 0.28, 0.25, 0.64, 0.3125, 1.0, 0.1199, 0.7503, 6.321, 2.941, 2.0, 2.657, 0.02236, 0.02, 0.01276, 0.122, 0.122, 0.122, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 14.0, 10.0, 120.0, 44.0, 2.727, 0.08247, 0.0799, 1.032, 0.1624, 0.01724, 0.2, 0.3, 142.0, 142.0, 2.774E-11, 6.199, 8.065, 2.095, 0.1218, 0.1218, 0.06548, 0.06548, 0.03465, 0.2113, 0.1089, 0.05372, 0.78, 0.0, 13.0, 12.0, 142.0, 52.0, 2.731, 0.07191, 0.06966, 1.032, 0.1416, 0.01641, 0.08333, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_424.mid",10.0, 7.0, 6.0, 1.0, 29.0, 0.0, 0.34, 0.66, 2.0, 3.0, 75.0, 5.82, 79.0, 7.0, 0.18, 0.44, 0.8889, 0.4091, 2.0, 2.0, 9.142, 1.711, 3.981, -0.7679, -2.069, 1.884, 5.636, 6.74, 5.11, 0.0, 77.0, 5.0, 68.0, 8.0, 1.0, 6.224, 4.0, 4.0, 0.3469, 0.7059, 0.2245, 0.02041, 0.3469, 0.3673, 0.02041, 0.2449, 0.0, 0.0, 0.0, 0.0, 0.1837, 0.1633, 0.0, 0.0, 0.6875, 1.714, 10.71, 3.4, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.632, 2.632, 2.07, 3.0, 3.0, 2.0, 0.64, 0.96, 0.36, 0.0, 0.0, 0.0, 0.25, 1.0, 0.36, 0.25, 0.64, 0.5, 1.0, 0.1761, 1.874, 11.5, 10.0, 4.0, 13.1, 0.0, 0.0, 0.0, 0.05263, 0.05263, 0.05263, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 5.0, 10.0, 10.0, 120.0, 80.0, 1.5, 0.1291, 0.1201, 1.075, 0.2492, 0.02459, 0.0, 0.3, 185.0, 185.0, 1.222E-12, 6.162, 8.114, 2.705, 0.1197, 0.1197, 0.07046, 0.07046, 0.08108, 0.3243, 0.1168, 0.05712, 0.64, 0.0, 15.0, 15.0, 184.0, 123.0, 1.496, 0.09091, 0.08457, 1.075, 0.1755, 0.01984, 0.0, 0.2667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_425.mid",15.0, 10.0, 3.0, 1.0, 18.0, 0.0, 0.68, 0.32, 2.0, 3.0, 69.0, 5.42, 67.0, 7.0, 0.24, 0.32, 0.5833, 0.5625, 5.0, 5.0, 6.105, 2.612, 3.796, 1.228, -1.815, 2.039, 5.24, 5.37, 4.888, 0.0, 63.0, 3.0, 78.0, 6.0, 5.0, 5.776, 3.0, 3.0, 0.3265, 0.5625, 0.2449, 0.04082, 0.102, 0.2857, 0.06122, 0.3265, 0.02041, 0.02041, 0.02041, 0.02041, 0.08163, 0.1224, 0.5, 0.0, 0.5532, 1.469, 8.344, 4.267, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.22, 1.22, 0.5845, 9.0, 5.0, 2.0, 0.04, 0.7, 0.94, 0.04, 0.02, 0.0, 0.25, 8.0, 0.8, 0.5, 0.66, 0.3939, 2.0, 1.082, 0.8317, 48.45, 2.632, 1.0, 3.32, 0.0, 0.0, 0.0, 0.02439, 0.02439, 0.02439, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0, 120.0, 80.0, 1.5, 0.2284, 0.2037, 1.121, 0.4321, 0.03394, 0.0, 0.6, 185.0, 185.0, 2.342E-11, 13.3, 3.76, 0.9097, 0.267, 0.267, 0.3532, 0.3532, 0.08108, 2.595, 0.2595, 0.3509, 0.04, 7.0, 8.0, 8.0, 184.0, 123.0, 1.496, 0.1595, 0.1422, 1.121, 0.3017, 0.02706, 0.0, 0.375
