,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\rmtitle.mid",18.0, 10.0, 4.0, 1.0, 42.0, 0.01, 0.64, 0.35, 2.0, 2.0, 71.0, 5.04, 65.0, 5.0, 0.18, 0.3, 0.7778, 0.6667, 4.0, 5.0, 7.429, 3.596, 4.54, 0.1615, 0.03337, 1.507, 6.854, 5.002, 4.492, 0.0, 77.0, 5.0, 77.0, 5.0, 5.0, 5.172, 5.0, 1.0, 0.3737, 0.3514, 0.3434, 0.05051, 0.1111, 0.2323, 0.1717, 0.3737, 0.0, 0.09091, 0.0, 0.0, 0.0101, 0.07071, 0.3077, 0.05, 0.6489, 2.0, 10.79, 5.353, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.7614, 0.7614, 0.3048, 7.0, 6.0, 3.0, 0.26, 0.28, 0.65, 0.37, 0.0, 0.31, 0.25, 4.0, 1.268, 0.75, 0.31, 0.9032, 3.0, 1.096, 1.417, 7.115, 2.174, 2.0, 1.305, 0.04583, 0.08333, 0.04167, 0.03807, 0.03807, 0.03807, 1.0, 1.0, 0.5, 0.5, 0.3333, 0.3333, 0.2833, 0.2833, 0.0, 5.0, 8.0, 7.0, 60.0, 178.0, 2.967, 0.2105, 0.1866, 1.128, 0.3971, 0.02904, 0.0, 0.4286, 141.0, 141.0, 1.162E-11, 55.89, 1.789, 0.8072, 0.5595, 0.5595, 0.4928, 0.4928, 0.1064, 1.702, 0.5376, 0.4639, 0.0, 5.0, 10.0, 7.0, 71.0, 47.0, 1.511, 0.2268, 0.1649, 1.375, 0.3918, 0.0284, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\wl-title.mid",11.0, 8.0, 4.0, 1.0, 33.0, 0.0, 0.63, 0.37, 4.0, 2.0, 73.0, 5.76, 93.0, 9.0, 0.31, 0.38, 0.3871, 0.3158, 31.0, 7.0, 13.54, 3.085, 3.041, 1.755, -0.2334, 1.066, 4.677, 4.899, 6.914, 0.0, 93.0, 9.0, 66.0, 6.0, 1.0, 15.53, 2.0, 27.0, 0.2323, 0.5217, 0.1919, 0.0404, 0.2323, 0.303, 0.08081, 0.0, 0.0, 0.0404, 0.0, 0.0, 0.0303, 0.5051, 1.0, 0.0, 0.4737, 1.792, 28.98, 4.406, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.626, 1.626, 0.0162, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 100.0, 100.0, 0.0, 0.009583, 0.01042, 0.00284, 0.2024, 0.2024, 0.2024, 1.51, 1.51, 0.7771, 0.7771, 0.5104, 0.5104, 0.4577, 0.4577, 0.0, 5.0, 5.0, 5.0, 120.0, 80.0, 1.5, 0.2129, 0.1995, 1.068, 0.4124, 0.03482, 0.0, 0.6, 140.0, 140.0, 5.059E-12, 26.35, 3.795, 0.2952, 0.2618, 0.2618, 0.1397, 0.1397, 0.2098, 0.2143, 0.2102, 0.001217, 0.0, 6.0, 6.0, 6.0, 40.0, 140.0, 3.5, 0.1828, 0.174, 1.051, 0.3568, 0.03171, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\bubtitle.mid",21.0, 9.0, 3.0, 1.0, 36.0, 0.03, 0.75, 0.22, 2.0, 2.0, 66.0, 4.86, 67.0, 7.0, 0.21, 0.33, 0.5238, 0.5758, 5.0, 4.0, 7.423, 3.2, 3.809, -0.04041, -0.1312, 2.095, 6.83, 5.056, 5.069, 0.0, 55.0, 7.0, 69.0, 9.0, 3.0, 6.828, 2.0, 1.0, 0.1818, 0.7778, 0.4646, 0.0404, 0.07071, 0.2121, 0.2626, 0.08081, 0.0101, 0.05051, 0.1212, 0.0202, 0.08081, 0.1212, 2.25, 0.05, 0.5579, 1.532, 10.76, 5.721, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.294, 1.294, 0.3747, 6.0, 7.0, 2.0, 0.59, 0.85, 0.41, 0.01, 0.0, 0.11, 0.125, 2.0, 0.4163, 0.25, 0.52, 0.5, 1.0, 0.3031, 1.645, 15.3, 1.613, 1.0, 1.683, 0.05344, 0.04167, 0.0362, 0.4411, 0.4411, 0.4411, 3.531, 3.531, 0.4873, 0.4873, 0.3125, 0.3125, 0.5875, 0.5875, 0.0, 4.0, 8.0, 8.0, 120.0, 60.0, 2.0, 0.1771, 0.1553, 1.14, 0.3324, 0.02648, 0.0, 0.375, 160.0, 160.0, 0.0, 28.98, 3.45, 0.911, 0.2806, 0.2806, 0.2299, 0.2299, 0.02734, 0.6836, 0.162, 0.1129, 0.25, 4.0, 10.0, 10.0, 160.0, 80.0, 2.0, 0.1441, 0.1264, 1.14, 0.2705, 0.02347, 0.0, 0.3
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\ww2intro.mid",19.0, 7.0, 1.0, 2.0, 51.0, 0.1, 0.5, 0.4, 3.0, 2.0, 69.0, 5.84, 68.0, 8.0, 0.29, 0.4, 0.2414, 0.5, 5.0, 7.0, 12.17, 3.209, 1.948, 0.4141, -2.019, -2.033, 6.818, 4.842, 5.394, 0.0, 73.0, 1.0, 68.0, 8.0, 0.0, 9.404, 5.0, 1.0, 0.1414, 0.8571, 0.3737, 0.1414, 0.1212, 0.202, 0.05051, 0.1111, 0.0, 0.0101, 0.101, 0.06061, 0.1111, 0.2121, 0.6667, 0.26, 0.4824, 1.491, 15.79, 4.913, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.502, 1.502, 0.2115, 5.0, 5.0, 3.0, 0.39, 0.45, 0.61, 0.03, 0.0, 0.29, 0.25, 2.0, 0.635, 0.25, 0.39, 0.7436, 2.0, 0.3883, -0.8885, 8.61, 1.111, 1.0, 0.3806, 0.001167, 0.0, 0.00846, 0.04806, 0.04806, 0.04806, 1.5, 1.5, 1.056, 1.056, 1.0, 1.0, 0.4194, 0.4194, 0.0, 4.0, 10.0, 8.0, 60.0, 120.0, 2.0, 0.1902, 0.1766, 1.077, 0.3668, 0.02766, 0.0, 0.25, 122.0, 122.0, 1.124E-11, 32.75, 3.054, 0.1858, 0.3254, 0.3254, 0.2172, 0.2172, 0.1189, 0.9795, 0.3117, 0.1902, 0.0, 4.0, 10.0, 8.0, 61.0, 121.0, 1.984, 0.1897, 0.1762, 1.077, 0.3659, 0.02758, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\bt_promo_v1_1.mid",22.0, 10.0, 3.0, 2.0, 58.0, 0.03, 0.57, 0.4, 2.0, 3.0, 69.0, 3.39, 64.0, 4.0, 0.27, 0.3, 0.5926, 0.9, 4.0, 4.0, 10.43, 2.77, 3.798, 1.585, -0.6606, 0.3238, 6.933, 5.907, 5.162, 0.0, 31.0, 7.0, 77.0, 5.0, 4.0, 4.202, 4.0, 1.0, 0.2727, 0.7778, 0.6869, 0.1515, 0.1313, 0.1515, 0.4848, 0.08081, 0.0, 0.0202, 0.0303, 0.0101, 0.0, 0.07071, 0.7778, 0.01, 0.5476, 1.5, 7.339, 3.36, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.653, 1.653, 0.6357, 5.0, 5.0, 2.0, 0.41, 0.91, 0.59, 0.04, 0.0, 0.05, 0.25, 2.0, 0.4775, 0.5, 0.5, 0.82, 1.0, 0.359, -0.188, 17.77, 2.128, 1.0, 2.374, 8.333E-4, 0.0, 0.008333, 0.2121, 0.2121, 0.2121, 0.5, 0.5, 0.3643, 0.3643, 0.25, 0.25, 0.1264, 0.1264, 0.0, 5.0, 10.0, 5.0, 120.0, 60.0, 2.0, 0.1715, 0.1695, 1.012, 0.341, 0.02776, 0.0, 0.6, 145.0, 145.0, 1.671E-11, 25.03, 3.994, 2.033, 0.2473, 0.2473, 0.1633, 0.1633, 0.1034, 0.8276, 0.1972, 0.1476, 0.0, 6.0, 12.0, 6.0, 144.0, 73.0, 1.973, 0.1462, 0.1444, 1.012, 0.2906, 0.02515, 0.0, 0.5
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\title5648.mid",16.0, 8.0, 6.0, 2.0, 43.0, 0.31, 0.36, 0.33, 3.0, 2.0, 63.0, 4.93, 76.0, 5.0, 0.15, 0.24, 0.9333, 0.875, 4.0, 5.0, 15.28, 3.546, 4.041, -1.498, -0.05923, 0.3786, 4.972, 5.243, 5.218, 0.0, 36.0, 0.0, 36.0, 0.0, 2.0, 11.31, 3.0, 1.0, 0.303, 0.5333, 0.1818, 0.06061, 0.1616, 0.4646, 0.08081, 0.0202, 0.0, 0.0202, 0.0101, 0.0101, 0.0101, 0.3232, 0.6, 0.01, 0.5269, 1.755, 20.45, 6.096, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.64, 1.64, 0.3017, 5.0, 6.0, 1.0, 0.11, 0.81, 0.89, 0.03, 0.0, 0.04, 0.25, 2.0, 0.61, 0.5, 0.7, 0.1714, 2.0, 0.3523, 0.9366, 12.53, 3.448, 2.0, 4.8, 0.01108, 0.008333, 0.02372, 0.01763, 0.01763, 0.01763, 0.175, 0.175, 0.175, 0.175, 0.175, 0.175, 0.0, 0.0, 0.0, 5.0, 8.0, 5.0, 60.0, 120.0, 2.0, 0.1832, 0.1807, 1.014, 0.3639, 0.03023, 0.0, 0.4, 120.0, 120.0, 0.0, 30.48, 3.28, 1.332, 0.2987, 0.2987, 0.1758, 0.1758, 0.1208, 0.9958, 0.2995, 0.1721, 0.0, 5.0, 8.0, 5.0, 60.0, 120.0, 2.0, 0.1832, 0.1807, 1.014, 0.3639, 0.03023, 0.0, 0.4
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\Tomb.mid",13.0, 7.0, 6.0, 1.0, 24.0, 0.0, 0.89, 0.11, 5.0, 2.0, 65.0, 4.99, 65.0, 5.0, 0.19, 0.21, 0.8421, 0.7619, 1.0, 5.0, 6.055, 3.246, 4.43, 0.6094, -0.009243, 0.7111, 7.362, 5.239, 4.533, 0.0, 79.0, 7.0, 67.0, 7.0, 4.0, 4.525, 6.0, 1.0, 0.2121, 0.7619, 0.5657, 0.0303, 0.06061, 0.1717, 0.3737, 0.1313, 0.0303, 0.1616, 0.09091, 0.0, 0.0, 0.0101, 0.7619, 0.01, 0.4896, 1.297, 5.959, 6.096, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.143, 1.143, 0.8684, 8.0, 7.0, 1.0, 0.11, 0.81, 0.84, 0.08, 0.04, 0.1, 0.25, 6.0, 0.8125, 0.5, 0.7, 0.1571, 1.0, 1.157, 0.8102, 21.1, 2.439, 1.0, 2.388, 0.04308, 0.0, 0.197, 0.1169, 0.1169, 0.1169, 4.0, 4.0, 0.922, 0.922, 0.8917, 0.8917, 1.084, 1.084, 0.0, 5.0, 10.0, 10.0, 120.0, 40.0, 3.0, 0.1473, 0.1304, 1.13, 0.2778, 0.02501, 0.0, 0.3, 95.0, 95.0, 1.677E-11, 55.26, 1.81, 1.433, 0.5226, 0.5226, 0.7323, 0.7323, 0.1579, 3.158, 0.4881, 0.619, 0.0, 4.0, 8.0, 8.0, 187.0, 95.0, 1.968, 0.1855, 0.1768, 1.049, 0.3623, 0.02856, 0.0, 0.125
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\slammast-title.mid",16.0, 10.0, 5.0, 2.0, 41.0, 0.39, 0.05, 0.56, 3.0, 3.0, 64.0, 5.8, 45.0, 9.0, 0.27, 0.28, 0.4444, 0.75, 29.0, 2.0, 15.87, 3.13, 3.649, -1.868, -1.15, 0.8222, 4.421, 5.1, 5.736, 0.0, 43.0, 7.0, 45.0, 9.0, 0.0, 2.828, 3.0, 3.0, 0.3434, 0.6471, 0.6465, 0.3434, 0.08081, 0.2323, 0.2727, 0.07071, 0.0, 0.0303, 0.0202, 0.0, 0.0, 0.0303, 4.4, 0.0, 0.4923, 1.3, 5.56, 2.063, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.494, 4.494, 0.841, 6.0, 4.0, 2.0, 0.96, 0.98, 0.04, 0.02, 0.0, 0.0, 0.125, 2.0, 0.2175, 0.125, 0.58, 1.0, 0.0, 0.2669, 1.04, 45.85, 4.348, 2.0, 5.051, 0.002458, 0.0, 0.0222, 0.01367, 0.01367, 0.01367, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.0, 0.0, 0.0, 0.0, 20.0, 20.0, 160.0, 120.0, 1.333, 0.07739, 0.07136, 1.085, 0.1487, 0.01698, 0.0, 0.2, 75.0, 75.0, 0.0, 17.8, 5.618, 1.179, 0.1755, 0.1755, 0.2282, 0.2282, 0.1, 1.777, 0.1756, 0.2245, 0.58, 2.0, 13.0, 13.0, 149.0, 100.0, 1.49, 0.1068, 0.1055, 1.013, 0.2123, 0.02157, 0.0, 0.07692
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\ki-main.mid",13.0, 6.0, 4.0, 1.0, 48.0, 0.24, 0.08, 0.68, 2.0, 2.0, 68.0, 5.28, 40.0, 4.0, 0.24, 0.46, 0.7917, 0.3478, 36.0, 2.0, 16.53, 2.701, 1.46, -1.445, 1.422, -1.069, 5.444, 6.085, 5.436, 0.0, 67.0, 7.0, 78.0, 6.0, 2.0, 13.26, 5.0, 34.0, 0.2424, 0.7083, 0.2727, 0.08081, 0.09091, 0.3333, 0.1515, 0.0202, 0.0, 0.0404, 0.0303, 0.0, 0.0, 0.3434, 1.5, 0.07, 0.5055, 1.685, 24.22, 5.278, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.7246, 0.7246, 0.6395, 10.0, 9.0, 1.0, 0.55, 0.67, 0.36, 0.13, 0.04, 0.14, 0.25, 12.0, 1.107, 0.25, 0.55, 0.2182, 1.0, 2.046, 1.258, 23.28, 2.041, 1.0, 2.753, 0.0975, 0.0, 0.5011, 0.1594, 0.1594, 0.1594, 4.5, 4.5, 0.5946, 0.5946, 0.25, 0.25, 1.129, 1.129, 0.0, 4.0, 10.0, 10.0, 60.0, 80.0, 1.333, 0.1553, 0.1262, 1.231, 0.2816, 0.02516, 0.0, 0.2, 130.0, 130.0, 5.15E-11, 63.69, 1.57, 1.154, 0.6173, 0.6173, 1.271, 1.271, 0.1154, 7.154, 0.5354, 1.122, 0.0, 4.0, 11.0, 11.0, 65.0, 87.0, 1.338, 0.1437, 0.1168, 1.231, 0.2605, 0.0239, 0.0, 0.1818
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\kidnikiremix_title-screen.mid",18.0, 7.0, 5.0, 2.0, 53.0, 0.02, 0.5, 0.48, 6.0, 3.0, 71.0, 5.42, 75.0, 3.0, 0.15, 0.29, 0.7333, 0.6897, 12.0, 8.0, 9.351, 3.459, 1.936, 0.09624, 1.232, -0.4028, 9.171, 5.095, 4.691, 0.0, 68.0, 8.0, 71.0, 11.0, 2.0, 3.848, 4.0, 2.0, 0.3434, 0.7059, 0.4444, 0.2424, 0.101, 0.4444, 0.1515, 0.05051, 0.0, 0.0, 0.0, 0.0, 0.05051, 0.06061, 0.0, 0.0, 0.4933, 2.344, 10.78, 3.39, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.941, 2.941, 1.394, 4.0, 4.0, 1.0, 0.88, 0.97, 0.12, 0.0, 0.0, 0.02, 0.25, 1.5, 0.305, 0.25, 0.88, 0.1023, 1.0, 0.1997, 0.8263, 32.29, 4.762, 2.0, 6.899, 0.0, 0.0, 0.0, 0.1029, 0.1029, 0.1029, 0.75, 0.75, 0.35, 0.35, 0.25, 0.25, 0.1748, 0.1748, 0.0, 4.0, 10.0, 10.0, 160.0, 120.0, 1.333, 0.1092, 0.1034, 1.056, 0.2126, 0.02423, 0.0, 0.3, 140.0, 140.0, 5.116E-12, 14.57, 6.863, 0.3512, 0.1452, 0.1452, 0.1065, 0.1065, 0.1071, 0.6429, 0.1307, 0.08558, 0.0, 0.0, 12.0, 12.0, 187.0, 140.0, 1.336, 0.09201, 0.08717, 1.056, 0.1792, 0.02198, 0.0, 0.08333
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\The_Amazing_Spider_Man_-_Theme.mid",25.0, 10.0, 3.0, 2.0, 50.0, 0.09, 0.73, 0.18, 4.0, 2.0, 64.0, 5.06, 67.0, 2.0, 0.14, 0.25, 0.9286, 0.8, 5.0, 5.0, 9.835, 3.345, 2.19, -0.3599, -0.8431, 1.233, 7.572, 4.964, 7.198, 0.0, 60.0, 0.0, 55.0, 7.0, 1.0, 5.808, 4.0, 1.0, 0.202, 0.9, 0.5152, 0.1818, 0.202, 0.3333, 0.09091, 0.0101, 0.0, 0.07071, 0.0202, 0.0202, 0.101, 0.1717, 0.8, 0.0, 0.4815, 1.976, 13.85, 6.038, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.7491, 0.7491, 0.5675, 9.0, 6.0, 2.0, 0.11, 0.66, 0.82, 0.08, 0.06, 0.01, 0.25, 8.0, 1.093, 0.5, 0.55, 0.4727, 2.0, 1.792, 0.9916, 17.32, 2.083, 1.0, 1.955, 0.005, 0.0, 0.05, 0.1854, 0.1854, 0.1854, 4.0, 4.0, 0.825, 0.825, 0.5, 0.5, 0.8958, 0.8958, 0.0, 5.0, 5.0, 5.0, 80.0, 48.0, 1.667, 0.2401, 0.2151, 1.117, 0.4552, 0.03513, 0.0, 0.4, 210.0, 210.0, 7.532E-12, 38.14, 2.622, 1.865, 0.3699, 0.3699, 0.5182, 0.5182, 0.07143, 2.286, 0.3107, 0.5108, 0.11, 7.0, 8.0, 8.0, 53.0, 140.0, 2.642, 0.1547, 0.1547, 1.0, 0.3095, 0.02765, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\treasure_master_-_title_theme.mid",14.0, 6.0, 3.0, 2.0, 44.0, 0.26, 0.56, 0.18, 2.0, 2.0, 64.0, 5.92, 71.0, 4.0, 0.27, 0.39, 0.8148, 0.7949, 7.0, 7.0, 10.35, 3.746, 1.647, 0.0, 1.538, 0.2186, 6.318, 4.688, 8.401, 0.0, 47.0, 11.0, 71.0, 11.0, 0.0, 9.051, 5.0, 2.0, 0.1616, 1.0, 0.5758, 0.1616, 0.0202, 0.1818, 0.1111, 0.0, 0.0303, 0.1616, 0.0202, 0.0202, 0.1111, 0.202, 10.0, 0.01, 0.6747, 1.804, 19.28, 4.648, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.861, 1.861, 1.032, 6.0, 7.0, 2.0, 0.74, 0.83, 0.26, 0.01, 0.0, 0.12, 0.125, 2.0, 0.355, 0.25, 0.48, 0.5417, 1.0, 0.3096, 1.017, 14.87, 1.37, 1.0, 0.6348, 0.02998, 0.02604, 0.03205, 0.3225, 0.3225, 0.3225, 6.0, 6.0, 0.8758, 0.8758, 0.2073, 0.2073, 1.866, 1.866, 0.0, 0.0, 17.0, 10.0, 69.0, 54.0, 1.278, 0.08103, 0.07551, 1.073, 0.1565, 0.01384, 0.3, 0.1, 100.0, 100.0, 0.0, 32.23, 3.102, 1.579, 0.2875, 0.2875, 0.4006, 0.4006, 0.05, 1.15, 0.2184, 0.1821, 0.09, 0.0, 15.0, 9.0, 58.0, 45.0, 1.289, 0.09312, 0.083, 1.122, 0.1761, 0.01546, 0.5556, 0.1111
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\tekken2.mid",7.0, 4.0, 4.0, 1.0, 24.0, 0.68, 0.32, 0.0, 3.0, 1.0, 50.0, 5.49, 42.0, 6.0, 0.47, 0.68, 0.383, 0.2794, 12.0, 5.0, 8.632, 2.68, 0.6428, -1.22, -0.5709, 0.14, 4.578, 6.622, 8.06, 0.0, 42.0, 6.0, 59.0, 11.0, 12.0, 14.54, 4.0, 7.0, 0.3333, 0.7879, 0.4646, 0.0404, 0.0, 0.0303, 0.0, 0.0, 0.0, 0.09091, 0.0, 0.0, 0.3333, 0.5051, 0.0, 0.0, 0.4842, 1.067, 16.15, 3.565, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 3.419, 3.419, 1.043, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.1453, 0.1453, 0.1453, 4.0, 4.0, 2.125, 2.125, 4.0, 4.0, 2.652, 2.652, 0.0, 5.0, 10.0, 10.0, 160.0, 120.0, 1.333, 0.1049, 0.1038, 1.01, 0.2086, 0.02422, 0.0, 0.3, 120.0, 120.0, 0.0, 14.62, 6.838, 1.908, 0.1258, 0.1258, 0.01256, 0.01256, 0.125, 0.125, 0.125, 0.0, 0.0, 5.0, 10.0, 10.0, 160.0, 120.0, 1.333, 0.1049, 0.1038, 1.01, 0.2086, 0.02422, 0.0, 0.3
